1699173516.90799999,0.01571312,-0.03235837,0.02902932
1699173516.91700006,0.01451466,-0.03115991,0.02689872
1699173516.95000005,0.01464782,-0.03209204,0.02476813
1699173516.98399997,0.01864268,-0.02969513,0.02117276
1699173517.01699996,0.01384885,-0.03355682,0.02889615
1699173517.04699993,0.01238407,-0.03089358,0.02450181
1699173517.07700014,0.01691157,-0.02743137,0.01784371
1699173517.10599995,0.01251723,-0.03675271,0.03289101
1699173517.13499999,0.01850952,-0.02769770,0.01637893
1699173517.16499996,0.01091928,-0.03462212,0.03129307
1699173517.17400002,0.01251723,-0.03275785,0.02902932
1699173517.20700002,0.01797687,-0.02783086,0.01797687
1699173517.23800015,0.01384885,-0.03688587,0.03289101
1699173517.26699996,0.01691157,-0.02796402,0.01744422
1699173517.29699993,0.01384885,-0.03155939,0.02530078
1699173517.32800007,0.01464782,-0.03062726,0.02516762
1699173517.36000013,0.01544679,-0.03129307,0.02756453
1699173517.39100003,0.01877584,-0.02809718,0.01664525
1699173517.42100000,0.01491414,-0.03289101,0.03342366
1699173517.43000007,0.01344936,-0.03661955,0.03475528
1699173517.46200013,0.01464782,-0.02596659,0.01637893
1699173517.49300003,0.01398201,-0.03528793,0.02982829
1699173517.51800013,0.01997430,-0.02423548,0.01185142
1699173517.53500009,0.01970798,-0.03089358,0.01997430
1699173517.55500007,0.00585913,-0.03981544,0.03875014
1699173517.57400012,0.01811003,-0.03289101,0.03182572
1699173517.59899998,0.01850952,-0.02663240,0.01584628
1699173517.62700009,0.01424833,-0.03342366,0.02756453
1699173517.63599992,0.01704474,-0.03249153,0.02716505
1699173517.66600013,0.01757738,-0.02982829,0.01771055
1699173517.69200015,0.01304988,-0.03715220,0.03528793
1699173517.70799994,0.01531363,-0.03568742,0.03342366
1699173517.71900010,0.01464782,-0.03076042,0.02623291
1699173517.72700000,0.01464782,-0.03076042,0.02623291
1699173517.73099995,0.01757738,-0.02689872,0.01757738
1699173517.74000001,0.01877584,-0.02370284,0.01211774
1699173517.75200009,0.02010746,-0.02649924,0.01251723
1699173517.76099992,0.01691157,-0.03036094,0.02117276
1699173517.76900005,0.01411517,-0.03249153,0.03022777
1699173517.77800012,0.01344936,-0.03289101,0.03009461
1699173517.78999996,0.01491414,-0.03169256,0.02916248
1699173517.79900002,0.01691157,-0.03036094,0.02596659
1699173517.80699992,0.01784371,-0.02982829,0.02170541
1699173517.81700015,0.01504731,-0.03102675,0.02263754
1699173517.82900000,0.01211774,-0.03142623,0.02703189
1699173517.83800006,0.01238407,-0.03408947,0.03368999
1699173517.84599996,0.01411517,-0.03488844,0.03315734
1699173517.85599995,0.01571312,-0.03062726,0.02250438
1699173517.86599994,0.01904217,-0.02663240,0.01158509
1699173517.87500000,0.02064011,-0.02317019,0.00679126
1699173517.88499999,0.01797687,-0.02516762,0.01185142
1699173517.89499998,0.01358252,-0.02996145,0.02543394
1699173517.90499997,0.01265039,-0.03914963,0.04008176
1699173517.91499996,0.01251723,-0.03781801,0.04394346
1699173517.92499995,0.01225090,-0.03435580,0.03422263
1699173517.93400002,0.01611260,-0.03022777,0.02077327
1699173517.94400001,0.02077327,-0.02370284,0.00878869
1699173517.95499992,0.02037379,-0.02556710,0.01265039
1699173517.96300006,0.01744422,-0.02889615,0.02396916
1699173517.97300005,0.01358252,-0.03502161,0.03515477
1699173517.98300004,0.01238407,-0.03515477,0.03582058
1699173517.99399996,0.01318304,-0.03368999,0.02743137
1699173518.00500011,0.01864268,-0.02796402,0.01597944
1699173518.01300001,0.01837636,-0.02623291,0.01131877
1699173518.02200007,0.01837636,-0.02836351,0.01771055
1699173518.03200006,0.00426118,-0.03622006,0.03928279
1699173518.04200006,-0.00093213,-0.04647354,0.05259899
1699173518.05200005,0.00585913,-0.04061441,0.04061441
1699173518.06100011,0.03049410,-0.02064011,0.01012031
1699173518.07400012,0.05100105,-0.00279640,-0.02157224
1699173518.08100009,0.04887045,-0.00039949,-0.03062726
1699173518.09100008,0.01850952,-0.02197173,0.00506016
1699173518.10000014,0.01850952,-0.02197173,0.00506016
1699173518.11100006,-0.01637893,-0.05459642,0.06152084
1699173518.12199998,-0.03355682,-0.07164116,0.09680877
1699173518.13100004,-0.01651209,-0.06578203,0.08895222
1699173518.14199996,0.01704474,-0.03741852,0.03954911
1699173518.14899993,0.04367714,-0.00585913,-0.01664525
1699173518.16000009,0.04700619,0.00426118,-0.04181287
1699173518.17000008,0.02929564,-0.00772340,-0.01784371
1699173518.17799997,0.00998715,-0.03462212,0.03129307
1699173518.18799996,0.00253008,-0.04887045,0.06325195
1699173518.19799995,0.00838921,-0.04527508,0.05699334
1699173518.20799994,0.02103960,-0.02929564,0.02476813
1699173518.21799994,0.02343651,-0.01784371,-0.00719075
1699173518.22700000,0.01531363,-0.01970798,-0.00838921
1699173518.23800015,0.00412802,-0.03435580,0.02250438
1699173518.24600005,-0.00226375,-0.04820464,0.06285246
1699173518.25600004,0.00292956,-0.05180002,0.07816609
1699173518.26600003,0.01584628,-0.03968228,0.04887045
1699173518.27699995,0.02942880,-0.01704474,-0.00106530
1699173518.28600001,0.03582058,-0.00346221,-0.03422263
1699173518.29600000,0.02836351,-0.00519332,-0.02862983
1699173518.30599999,0.01757738,-0.02450181,0.01691157
1699173518.31500006,0.00559280,-0.04807148,0.06578203
1699173518.32500005,-0.00279640,-0.05672701,0.08216095
1699173518.33400011,0.00053265,-0.04673986,0.05805863
1699173518.34899998,0.01025347,-0.02889615,0.01291671
1699173518.35899997,0.02157224,-0.01265039,-0.01890900
1699173518.36599994,0.02956196,-0.01185142,-0.01717790
1699173518.38499999,0.01424833,-0.03994860,0.04713935
1699173518.40100002,0.00719075,-0.04647354,0.05965658
1699173518.41700006,0.01637893,-0.02516762,0.01491414
1699173518.42799997,0.02396916,-0.01717790,-0.00159794
1699173518.44099998,0.02303703,-0.02090643,0.00426118
1699173518.44799995,0.01318304,-0.03342366,0.02849667
1699173518.45900011,0.00426118,-0.04474243,0.05180002
1699173518.47099996,0.01211774,-0.03382315,0.02809718
1699173518.48699999,0.02516762,-0.01731106,0.00000000
1699173518.49699998,0.03422263,-0.01185142,-0.01557995
1699173518.50800014,0.03422263,-0.01185142,-0.01557995
1699173518.52300000,0.01384885,-0.03315734,0.03209204
1699173518.53200006,0.00079897,-0.04620721,0.05912393
1699173518.54400015,0.00079897,-0.04847097,0.06378460
1699173518.56500006,0.02170541,-0.02436865,0.00865553
1699173518.57800007,0.02743137,-0.01584628,-0.01105245
1699173518.59800005,0.00612545,-0.04128022,0.04673986
1699173518.61400008,0.00719075,-0.04274500,0.05126737
1699173518.63400006,0.02543394,-0.02197173,0.00878869
1699173518.65499997,0.01944165,-0.02370284,0.00905502
1699173518.67100000,0.00612545,-0.04367714,0.05166686
1699173518.69000006,0.01571312,-0.03169256,0.02689872
